pool_name,community_address,measurement_date,measurement_employee,ph,turbidity,free_chlorine,unnamed_separator_1,sunscreen_overuse,ph_pump_flow_rate,hypochlorite_pump_flow_rate,motor_pump_flow_rate,filter_diameter,number_of_filters,number_of_motors,heated_pool,community_pool,skimmer_pool,overflow_pool,outdoor_pool,oval_pool,private_pool,public_pool,rectangular_pool_0714,rectangular_pool_07,round_pool,pool_surface_area,contaminating_vegetation,pool_volume,deck_grass_area,deck_mixed_area,deck_paved_area,unnamed_separator_2,maintenance_employee,maintenance_date,ph_dosing_hours,daily_filtration_hours,ph_dosing_percentage,filter_wash_rinse_time,hypo_dosing_hours,hypo_dosing_percentage,water_temperature,unnamed_separator_3,chemical_dosing_employee,chemical_dosing_date,chemical_t500_qp,chemical_alboral_tablets_250g,chemical_flovil_tablets,chemical_hypo_carboys_20kg,chemical_hypo_gr_chloryte,chemical_hypo_granules_xaka,chemical_hypo_sticks_bayrol,chemical_hypo_tabs_ritocal,chemical_hypo_tablets_200g_qp,chemical_hypo_tablets_xaka,chemical_ph_minus_granules_6kg,chemical_ph_minus_liquid_13_5kg,chemical_ph_minus_liquid_27kg,chemical_protect_and_shine,chemical_sg_xaka_agonet_gr90,chemical_superklar
Nuevo Babel II  (462),"Calle Jose Ramon Pomares,4 Alicante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,18-12-2023,,,,,,,,,0.4,,,,,,,
Nuevo Babel II  (462),"Calle Jose Ramon Pomares,4 Alicante",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Miguel Aracil Carbonell,26-12-2023,,,,,,,,,,0.4,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",05-01-2023 12:14,Francisco Javier Chechile Toniolo,7.5,0.8,2.9,,,,4.0,34.0,700.0,2.0,1.0,,,1.0,,,1.0,,,,,,224.0,,336.0,1.0,,,,Francisco Javier Chechile Toniolo,24-01-2023,,,,,,,12.5,,Francisco Javier Chechile Toniolo,31-01-2023,,,,,,,,,,,,4.0,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",13-01-2023 10:02,Francisco Javier Chechile Toniolo,7.6,0.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,06-04-2023,,,,,4.0,,,,Francisco Javier Chechile Toniolo,29-03-2023,,,,,,,,,,,,3.0,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",20-01-2023 11:11,Francisco Javier Chechile Toniolo,7.5,0.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,06-04-2023,,,,,,3.0,,,Francisco Javier Chechile Toniolo,12-04-2023,1.0,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",24-01-2023 13:10,Francisco Javier Chechile Toniolo,7.6,0.6,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,27-04-2023,,,,,,,23.5,,Francisco Javier Chechile Toniolo,20-04-2023,1.5,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",31-01-2023 09:24,Francisco Javier Chechile Toniolo,7.8,0.5,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,05-05-2023,,,,,,,24.2,,Francisco Javier Chechile Toniolo,05-05-2023,1.5,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",07-02-2023 10:10,Francisco Javier Chechile Toniolo,7.5,0.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,12-05-2023,,,,,,4.0,,,Francisco Javier Chechile Toniolo,08-05-2023,,,,400.0,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",16-02-2023 14:19,Francisco Javier Chechile Toniolo,7.3,0.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,12-05-2023,,,4.0,,,,,,Francisco Javier Chechile Toniolo,18-05-2023,,,,,,,,,,,,6.0,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",20-02-2023 12:23,Francisco Javier Chechile Toniolo,7.4,0.4,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,12-05-2023,,,,,4.0,,,,Francisco Javier Chechile Toniolo,06-06-2023,,,,,,,,,,,,4.0,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",01-03-2023 13:17,Francisco Javier Chechile Toniolo,7.6,0.5,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,12-05-2023,,,,,,,24.2,,Francisco Javier Chechile Toniolo,17-06-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",08-03-2023 11:09,Francisco Javier Chechile Toniolo,7.4,0.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,22-05-2023,,,,,,,22.8,,Francisco Javier Chechile Toniolo,24-06-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",14-03-2023 13:25,Francisco Javier Chechile Toniolo,7.4,0.4,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,02-06-2023,,,,,4.0,,,,Francisco Javier Chechile Toniolo,29-06-2023,,,1.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",23-03-2023 12:13,Francisco Javier Chechile Toniolo,7.6,0.5,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,02-06-2023,,,,,,3.0,,,Francisco Javier Chechile Toniolo,04-07-2023,,,3.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",29-03-2023 12:14,Francisco Javier Chechile Toniolo,7.7,0.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,02-06-2023,,,,,,,25.2,,Francisco Javier Chechile Toniolo,18-07-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",06-04-2023 14:11,Francisco Javier Chechile Toniolo,7.6,0.5,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,06-06-2023,,,,,,,24.9,,Francisco Javier Chechile Toniolo,20-07-2023,,,,600.0,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",12-04-2023 13:16,Francisco Javier Chechile Toniolo,7.4,0.5,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,08-06-2023,,,,,,,24.8,,Francisco Javier Chechile Toniolo,25-07-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",20-04-2023 09:01,Francisco Javier Chechile Toniolo,7.4,0.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,10-06-2023,,,,,,4.0,,,Francisco Javier Chechile Toniolo,29-07-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",27-04-2023 09:15,Francisco Javier Chechile Toniolo,7.3,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,10-06-2023,,,,,6.0,,,,Francisco Javier Chechile Toniolo,03-08-2023,,,,,,,,,,,,,,,,0.5
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",27-04-2023 09:18,Francisco Javier Chechile Toniolo,7.3,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,15-06-2023,,,,,6.0,,,,Francisco Javier Chechile Toniolo,08-08-2023,,,,,,,,,,,,,,,,0.5
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",27-04-2023 09:18,Francisco Javier Chechile Toniolo,7.3,0.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,15-06-2023,,,,,,3.5,,,Francisco Javier Chechile Toniolo,10-08-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",05-05-2023 08:04,Francisco Javier Chechile Toniolo,7.6,0.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,22-06-2023,,,,,,5.0,,,Francisco Javier Chechile Toniolo,12-08-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",12-05-2023 07:41,Francisco Javier Chechile Toniolo,7.7,0.8,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,24-06-2023,,,,,,7.0,,,Francisco Javier Chechile Toniolo,17-08-2023,,,,,,,,,,,,,,,,0.5
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",18-05-2023 12:45,Francisco Javier Chechile Toniolo,7.7,0.6,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,27-06-2023,,,,,,9.0,,,Francisco Javier Chechile Toniolo,22-08-2023,,,,,,,,,,,,,,,,0.5
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",22-05-2023 09:58,Francisco Javier Chechile Toniolo,7.2,0.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,11-07-2023,,,,,,9.0,,,Francisco Javier Chechile Toniolo,05-09-2023,,,2.0,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",02-06-2023 10:05,Francisco Javier Chechile Toniolo,7.3,0.5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,11-07-2023,,,,,10.0,,,,Natalia Martin Garcia,20-09-2023,,,,300.0,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",02-06-2023 10:05,Francisco Javier Chechile Toniolo,7.3,0.5,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,27-07-2023,,,,,,9.0,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",06-06-2023 09:09,Francisco Javier Chechile Toniolo,7.6,0.7,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,27-07-2023,,,,,12.0,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",08-06-2023 09:35,Francisco Javier Chechile Toniolo,7.4,0.5,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,27-07-2023,,,,,,,28.9,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",10-06-2023 10:04,Francisco Javier Chechile Toniolo,7.5,0.7,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,12-08-2023,,,,,,,30.7,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",13-06-2023 09:31,Francisco Javier Chechile Toniolo,7.6,0.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,31-08-2023,,,,,,,27.0,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",15-06-2023 08:48,Francisco Javier Chechile Toniolo,7.6,0.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,14-09-2023,,,,,,,27.9,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",15-06-2023 08:50,Francisco Javier Chechile Toniolo,7.6,0.5,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,21-09-2023,,,,,,,26.5,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",17-06-2023 08:32,Francisco Javier Chechile Toniolo,7.3,0.7,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,26-09-2023,,,,,,,24.7,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",20-06-2023 09:36,Francisco Javier Chechile Toniolo,7.0,0.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,28-09-2023,,,,,,5.0,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",22-06-2023 09:12,Francisco Javier Chechile Toniolo,7.3,0.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,28-09-2023,,,,,4.0,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",24-06-2023 09:17,Francisco Javier Chechile Toniolo,7.5,1.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,28-09-2023,,,,,,,25.0,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",27-06-2023 07:06,Francisco Javier Chechile Toniolo,7.4,0.7,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,30-09-2023,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",29-06-2023 09:27,Francisco Javier Chechile Toniolo,7.5,1.0,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,30-09-2023,,,,,,4.0,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",01-07-2023 10:01,Francisco Javier Chechile Toniolo,7.0,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,30-09-2023,,,,,,,24.9,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",04-07-2023 06:53,Francisco Javier Chechile Toniolo,7.1,1.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,29-11-2023,,,,,,,16.4,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",06-07-2023 11:23,Francisco Javier Chechile Toniolo,7.3,0.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,29-11-2023,,,,,,,14.4,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",08-07-2023 09:28,Francisco Javier Chechile Toniolo,7.5,1.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,29-11-2023,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",11-07-2023 06:33,Francisco Javier Chechile Toniolo,7.1,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,29-11-2023,,,,,3.0,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",13-07-2023 09:38,Francisco Javier Chechile Toniolo,7.3,1.2,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,05-12-2023,,,,,,,13.6,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",15-07-2023 09:15,Francisco Javier Chechile Toniolo,,1.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,13-12-2023,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",18-07-2023 09:31,Francisco Javier Chechile Toniolo,7.2,1.2,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,13-12-2023,,,,,2.0,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",20-07-2023 10:10,Francisco Javier Chechile Toniolo,7.3,1.2,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,Francisco Javier Chechile Toniolo,13-12-2023,,,,,,,14.2,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",22-07-2023 10:22,Francisco Javier Chechile Toniolo,7.4,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,David Martinez Fernandez,28-12-2023,,,,,,2.0,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",25-07-2023 07:21,Francisco Javier Chechile Toniolo,7.4,1.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",27-07-2023 07:52,Francisco Javier Chechile Toniolo,7.4,1.0,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",29-07-2023 07:57,Francisco Javier Chechile Toniolo,7.4,1.0,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",01-08-2023 10:15,Francisco Javier Chechile Toniolo,,1.2,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",03-08-2023 09:34,Francisco Javier Chechile Toniolo,7.2,1.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",05-08-2023 10:37,Francisco Javier Chechile Toniolo,7.3,1.1,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",08-08-2023 11:07,Francisco Javier Chechile Toniolo,7.3,1.0,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",10-08-2023 09:23,Francisco Javier Chechile Toniolo,,0.8,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",12-08-2023 06:41,Francisco Javier Chechile Toniolo,7.2,1.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",15-08-2023 09:19,Francisco Javier Chechile Toniolo,7.3,5.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",17-08-2023 09:22,Francisco Javier Chechile Toniolo,7.3,1.5,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",19-08-2023 08:03,Francisco Javier Chechile Toniolo,7.5,1.2,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",22-08-2023 09:06,Francisco Javier Chechile Toniolo,7.4,1.1,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",24-08-2023 08:29,Francisco Javier Chechile Toniolo,7.3,0.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",26-08-2023 09:18,Francisco Javier Chechile Toniolo,7.4,1.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",29-08-2023 09:05,Francisco Javier Chechile Toniolo,7.6,1.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",31-08-2023 09:36,Francisco Javier Chechile Toniolo,7.6,1.1,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",02-09-2023 08:46,Francisco Javier Chechile Toniolo,7.5,1.1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",05-09-2023 08:30,Francisco Javier Chechile Toniolo,7.6,1.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",07-09-2023 08:47,Francisco Javier Chechile Toniolo,7.7,0.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",09-09-2023 09:00,Francisco Javier Chechile Toniolo,7.4,1.0,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",12-09-2023 09:47,Francisco Javier Chechile Toniolo,7.3,0.9,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",14-09-2023 09:43,Francisco Javier Chechile Toniolo,7.6,1.1,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",16-09-2023 10:36,Francisco Javier Chechile Toniolo,7.5,0.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",19-09-2023 09:38,Francisco Javier Chechile Toniolo,7.5,1.1,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",21-09-2023 10:03,Francisco Javier Chechile Toniolo,7.6,1.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",23-09-2023 09:43,Francisco Javier Chechile Toniolo,7.6,0.8,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",26-09-2023 10:09,Francisco Javier Chechile Toniolo,7.7,0.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",30-09-2023 10:05,Francisco Javier Chechile Toniolo,7.7,1.1,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",03-10-2023 10:37,Francisco Javier Chechile Toniolo,7.7,0.9,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",11-10-2023 10:51,Francisco Javier Chechile Toniolo,7.6,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",17-10-2023 11:22,Francisco Javier Chechile Toniolo,7.5,0.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",24-10-2023 11:01,Francisco Javier Chechile Toniolo,7.7,0.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",31-10-2023 11:11,Francisco Javier Chechile Toniolo,7.6,0.9,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",09-11-2023 13:22,Francisco Javier Chechile Toniolo,7.6,1.0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",13-11-2023 13:11,Francisco Javier Chechile Toniolo,7.7,0.8,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",23-11-2023 10:06,Francisco Javier Chechile Toniolo,7.5,0.9,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",29-11-2023 08:23,Francisco Javier Chechile Toniolo,7.5,0.9,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",29-11-2023 08:34,Francisco Javier Chechile Toniolo,7.5,1.0,3.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Las Brisas  (463),"Avenida Costa blanca,2 Albufera,Alicante",05-12-2023 09:39,Francisco Javier Chechile Toniolo,7.6,0.7,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
